file_name,page_num,Lob,policy_type,sub_element_name,prompt_name,prompt_output,
00 - Binder - Shriners Hospitals - Cyber - 2025 - Sompo V2.PDF,12,Cyber Liability,AR,deductible,top_header_retention.yaml,00 - Binder - Shriners Hospitals - Cyber - 2025 - Sompo V2-12.json,
00 - Binder - Shriners Hospitals - Cyber - 2025 - Sompo V2.PDF,13,Cyber Liability,AR,deductible,SIR_coverage.yaml,00 - Binder - Shriners Hospitals - Cyber - 2025 - Sompo V2-13.json,
1003aut20260107095659572_aut_ct00.pdf,91,Business Auto,MSD,deductible,indescription_subdeductible.yaml,1003aut20260107095659572_aut_ct00-91.json,
1003aut20260107095659572_aut_ct00.pdf,92,Business Auto,MSD,deductible,indescription_subdeductible.yaml,1003aut20260107095659572_aut_ct00-92.json,
1003aut20260107095659572_aut_ct00.pdf,93,Business Auto,MSD,deductible,indescription_subdeductible.yaml,1003aut20260107095659572_aut_ct00-93.json,
2025-26_Equinox Gold Corp_Rev EPL Quote_(AIG 2+5M).pdf,2,Business Auto,MSD,deductible,retention_with_coverage.yaml,2025-26_Equinox Gold Corp_Rev EPL Quote_(AIG 2+5M)-2.json,
2025-26_Equinox Gold Corp_Rev EPL Quote_(AIG 2+5M).pdf,1,Business Auto,MSD,deductible,retention_with_coverage.yaml,2025-26_Equinox Gold Corp_Rev EPL Quote_(AIG 2+5M)-1.json,
1099cel20260116141815802_cel_ct00.pdf,6,Business Auto,MSD,deductible,retention_undertag.yaml,1099cel20260116141815802_cel_ct00-6.json,
Anthony  Sylvan Pools-Emerald XS Binder-EMR-00000034-03.pdf,11,Business Auto,MSD,deductible,retention_undertag.yaml,Anthony  Sylvan Pools-Emerald XS Binder-EMR-00000034-03-11.json,
1100ceo20260113213916381_ceo_pt00.pdf,4,Cyber Liability,AR,deductible,retention_subdeductibles.yaml,1100ceo20260113213916381_ceo_pt00-4.json,
25-26_Atlantic Police_Fid Crime Quote_Travelers.pdf,4,Crime,MSD,deductible,retention_with_coverage.yaml,25-26_Atlantic Police_Fid Crime Quote_Travelers-4.json,
1099mgt20260109111542147_mgt_ct00.pdf,9,Employment Practices Liability,AR,deductible,header_test.yaml,1099mgt20260109111542147_mgt_ct00-9.json,
8.pdf,1,Employment Practices Liability,AR,deductible,header_test.yaml,8.json,
1003crm20260107095610587_crm_pt00.pdf,9,Cyber Liability,AR,deductible,header_test.yaml,1003crm20260107095610587_crm_pt00-9.json,
1003crm20260107095610587_crm_pt00.pdf,8,Cyber Liability,AR,deductible,deductible_undertag.yaml,1003crm20260107095610587_crm_pt00-8.json,
1099epl20260109084516249_epl_ct00.pdf,6,Employment Practices Liability,AR,deductible,retention_subdeductibles.yaml,1099epl20260109084516249_epl_ct00-6.json,
1158cgl20260108124131905_cgl_ct00.pdf,22,Business Auto,MSD,deductible,under_header.yaml,1158cgl20260108124131905_cgl_ct00-22.json,
Quote.pdf,5,Employment Practices Liability,AR,deductible,split_in-line_amount.yaml,Quote.json,
Revised Ambridge EO Primary.pdf,4,Employment Practices Liability,AR,deductible,options_deductibles.yaml,Revised Ambridge EO Primary-4.json,
1099mgt20260109111542147_mgt_ct00.pdf,72,Employment Practices Liability,AR,deductible,retention_subdeductibles.yaml,1099mgt20260109111542147_mgt_ct00-72.json,
1003oml20260107095753066_oml_ct00.pdf,24,Fiduciary Liability,MSD,deductible,retention_subdeductibles.yaml,1003oml20260107095753066_oml_ct00-24.json,
1099ebp20260109154952291_ebp_ct00.pdf,13,General Liability,AR,deductible,deductible_with_coverage.yaml,1099ebp20260109154952291_ebp_ct00-13.json,
Quote Key Risk BA.pdf,4,Business Auto,AR,deductible,another_limit_with_coverage.yaml,Quote Key Risk BA.json,
Quote Key Risk BA.pdf,4,Business Auto,AR,deductible,another_limit_with_coverage.yaml,Quote Key Risk BA.json,
Quote Key Risk BA.pdf,4,Business Auto,AR,deductible,another_limit_with_coverage.yaml,Quote Key Risk BA.json,
1142cbl20260528193147786_cbl_ct00.pdf,5,Cyber Liability,AR,deductible,deductible_extraction.yaml,1142cbl20260528193147786_cbl_ct00.json,
1142cbl20260528193147786_cbl_ct00.pdf,6,Cyber Liability,AR,deductible,deductible_extraction.yaml,1142cbl20260528193147786_cbl_ct00-6.json,
1142cbl20260528193147786_cbl_ct00.pdf,7,Cyber Liability,AR,deductible,deductible_extraction.yaml,1142cbl20260528193147786_cbl_ct00-7.json,
6.pdf,1,Cyber Liability,AR,deductible,deductible_extraction.yaml,1142cbl20260528193147786_cbl_ct00-7-6.json,
1147cgl20260528210508997_cgl_ct00.pdf,81,Business Auto,MSD,deductible,subdeductible_with_coverage.yaml,1147cgl20260528210508997_cgl_ct00.json,
"26-27 Renewal - CYBR - Quote $36,999.pdf",5,Cyber Liability,AR,deductible,subdeductible_with_coverage.yaml,"26-27 Renewal - CYBR - Quote $36,999.json",
"26-27 Renewal - CYBR - Quote $36,999.pdf",5,Cyber Liability,AR,deductible,subdeductible_with_coverage.yaml,"26-27 Renewal - CYBR - Quote $36,999.json",
"26-27 Renewal - CYBR - Quote $36,999.pdf",5,Cyber Liability,AR,deductible,subdeductible_with_coverage.yaml,"26-27 Renewal - CYBR - Quote $36,999.json",
1099umb20260601161745898_umb_ct00.pdf,3,Fiduciary Liability,MSD,deductible,deductible_with_coverage.yaml,1099umb20260601161745898_umb_ct00.json,
1094dol20260601163957705_dol_ct00.pdf,9,General Liability,AR,deductible,subdeductible_with_coverage.yaml,1094dol20260601163957705_dol_ct00.json,
CASU 25 26 Patrick Mechanical CGL quote.pdf,3,Employment Practices Liability,AR,deductible,new_subdeductible.yaml,CASU 25 26 Patrick Mechanical CGL quote.json,
0% Commission 25-26_File Hills Qu'appelle_DO EPL Quote_AIG.pdf,2,General Liability,AR,deductible,retention_undertag.yaml,0% Commission 25-26_File Hills Qu'appelle_DO EPL Quote_AIG.json,
UAP Inc  2025 EIL Quote - (PLL).pdf,3,General Liability,AR,deductible,under_header.yaml,UAP Inc  2025 EIL Quote – (PLL).json,
26010635367200 b...pdf,15,General Liability,MSD,deductible,Premises_Deductibles_format.yaml,26010635367200 b-15.json,
26010635367200 b...pdf,16,General Liability,MSD,deductible,Premises_Deductibles_format.yaml,26010635367200 b-16.json,
26010635367200 b...pdf,17,General Liability,MSD,deductible,Premises_Deductibles_format.yaml,26010635367200 b-17.json,
1099exd20260113134841810_exd_ct00.pdf,3,General Liability,MSD,deductible,ignore_excess_off.yaml,1099exd20260113134841810-3.json,
1151pkg1202606110220000003_pkg_pt00.pdf,3,Cyber Liability,AR,deductible,deductible_with_coverage.yaml,1151pkg1202606110220000003_pkg_pt00-3.json,
1165aut1202606150010000009_aut_pt00.pdf,21,Business Auto,AR,deductible,test_auto_coverage.yaml,1165aut1202606150010000009_aut_pt00.json,
1003cbl20260108084429747_cbl_pt00.pdf,9,Cyber Liability,AR,deductible,headers_in_continuation_page.yaml,1003cbl20260108084429747-9.json,
1003cbl20260108084429747_cbl_pt00-8.pdf,1,Cyber Liability,AR,deductible,headers_in_continuation_page.yaml,1003cbl20260108084429747-8.json,
ct.pdf,77,General Liability,MSD,deductible,deductible_with_coverage.yaml,ct-77.json,
pt.pdf,63,General Liability,MSD,deductible,deductible_with_coverage.yaml,pt-63.json,
1018cbl20260623085038207_cbl_ct00.pdf,3,Cyber Liability,AR,deductible,retention_subdeductible_new.yaml,1018cbl20260623085038207_cbl_ct00-3.json,
1134bop1202606240020000030_bop_pt00.pdf,4,General Liability,MSD,deductible,subdeductible_with_coverage.yaml,1134bop1202606240020000030_bop_pt00-4.json,
25-26 LRD - Auto and Umbrella Binder - Travelers-4.pdf,1,Business Auto,AR,deductible,header_continuation_auto.yaml,25-26 LRD - Auto and Umbrella Binder – Travelers-1.json,
